,date,type,value
3323,2020-06-07,Benzene,-80.65354144972946
3324,2020-06-08,Benzene,-77.350280090651
3325,2020-06-09,Benzene,-75.19266945915808
3326,2020-06-10,Benzene,-73.08262492793126
3327,2020-06-11,Benzene,-77.73765144144521
3328,2020-06-12,Benzene,-78.558314535622
3329,2020-06-13,Benzene,-78.55848938999699
3330,2020-06-14,Benzene,-85.040541929844
3331,2020-06-15,Benzene,-87.22019370991444
3332,2020-06-16,Benzene,-86.20799374985197
3333,2020-06-17,Benzene,-87.45413247678036
3334,2020-06-18,Benzene,-85.73956216736528
3335,2020-06-19,Benzene,-85.44017892242535
3336,2020-06-20,Benzene,-87.33101143262331
3337,2020-06-21,Benzene,-85.84502298251623
3338,2020-06-22,Benzene,-83.36526280958432
3339,2020-06-23,Benzene,-83.36444131148359
3340,2020-06-24,Benzene,-85.9558407052251
3341,2020-06-25,Benzene,-87.93715863870122
3342,2020-06-26,Benzene,-88.1805419080167
3343,2020-06-27,Benzene,-86.17628022345784
3344,2020-06-28,Benzene,-87.45948938433828
3345,2020-06-29,Benzene,-86.75717252485487
3346,2020-06-30,Benzene,-86.90158870575262
3347,2020-07-01,Benzene,-87.03539360770344
3348,2020-07-02,Benzene,-87.81869271305044
3349,2020-07-03,Benzene,-86.38081963478446
3350,2020-07-04,Benzene,-87.79551763635452
3351,2020-07-05,Benzene,-88.08761509171747
3352,2020-07-06,Benzene,-85.911688557996
3353,2020-07-07,Benzene,-88.60408862702332
3354,2020-07-08,Benzene,-88.67100935891737
3355,2020-07-09,Benzene,-84.97904755876783
3356,2020-07-10,Benzene,-88.99582672816166
3357,2020-07-11,Benzene,-90.27295619393125
3358,2020-07-12,Benzene,-92.6401064764505
3359,2020-07-13,Benzene,-92.36652358566062
3360,2020-07-14,Benzene,-92.4399590545005
3361,2020-07-15,Benzene,-89.34582812372895
3362,2020-07-16,Benzene,-88.66075434013659
3363,2020-07-17,Benzene,-88.48774182820448
3364,2020-07-18,Benzene,-92.15912335607403
3365,2020-07-19,Benzene,-90.18227440183682
3366,2020-07-20,Benzene,-90.65923203453231
3367,2020-07-21,Benzene,-88.5757791470647
3368,2020-07-22,Benzene,-89.78520486167939
3369,2020-07-23,Benzene,-90.24989280525642
3370,2020-07-24,Benzene,-91.67146681933029
3371,2020-07-25,Benzene,-88.89880281343756
3372,2020-07-26,Benzene,-90.97080752371096
3373,2020-07-27,Benzene,-89.25804907721884
3374,2020-07-28,Benzene,-88.91205384562913
3375,2020-07-29,Benzene,-88.44189766416527
3376,2020-07-30,Benzene,-90.29336663800957
3377,2020-07-31,Benzene,-87.5360301276404
3378,2020-08-01,Benzene,-89.14602485570038
3379,2020-08-02,Benzene,-92.48916045651988
3380,2020-08-03,Benzene,-91.93059914628446
3381,2020-08-04,Benzene,-90.41018945151608
3382,2020-08-05,Benzene,-90.27494840300545
3383,2020-08-06,Benzene,-90.73027729554242
3384,2020-08-07,Benzene,-85.84864477122981
3385,2020-08-08,Benzene,-90.68837888569396
3386,2020-08-09,Benzene,-90.67271970800033
3387,2020-08-10,Benzene,-91.22476994320574
3388,2020-08-11,Benzene,-89.81236650066012
3389,2020-08-12,Benzene,-90.66010048113448
3390,2020-08-13,Benzene,-92.03002351007724
3391,2020-08-14,Benzene,-91.50755154062425
3392,2020-08-15,Benzene,-90.81007880000907
3393,2020-08-16,Benzene,-91.76261182039566
3394,2020-08-17,Benzene,-89.82087169199782
3395,2020-08-18,Benzene,-91.33711059782831
3396,2020-08-19,Benzene,-91.35754332000265
3397,2020-08-20,Benzene,-91.41484513147648
3398,2020-08-21,Benzene,-91.45016558948868
3399,2020-08-22,Benzene,-88.34944261915682
3400,2020-08-23,Benzene,-93.07534580642661
3401,2020-08-24,Benzene,-92.6564484489477
3402,2020-08-25,Benzene,-91.2510467217493
3403,2020-08-26,Benzene,-89.21314755299117
3404,2020-08-27,Benzene,-89.6993463442223
3405,2020-08-28,Benzene,-89.50542391443332
3406,2020-08-29,Benzene,-91.41216667769751
3407,2020-08-30,Benzene,-93.6794692038644
3408,2020-08-31,Benzene,-90.24841813948686
3409,2020-09-01,Benzene,-88.35238919133852
3410,2020-09-02,Benzene,-90.7808630098641
3411,2020-09-03,Benzene,-86.62015865291735
3412,2020-09-04,Benzene,-85.25461279318836
3413,2020-09-05,Benzene,-85.00245328818549
3414,2020-09-06,Benzene,-87.16562351656383
3415,2020-09-07,Benzene,-89.67089966016815
3416,2020-09-08,Benzene,-86.24811706666725
3417,2020-09-09,Benzene,-81.22124179718205
3418,2020-09-10,Benzene,-82.75008060206598
3419,2020-09-11,Benzene,-80.61233469100418
3420,2020-09-12,Benzene,-81.40059518095421
3421,2020-09-13,Benzene,-85.87330919696285
3422,2020-09-14,Benzene,-86.1824407991601
3423,2020-09-15,Benzene,-86.35528201419753
3424,2020-09-16,Benzene,-81.31582832760958
3425,2020-09-17,Benzene,-83.12355613072744
3426,2020-09-18,Benzene,-83.63905744391963
3427,2020-09-19,Benzene,-87.43220428766298
3428,2020-09-20,Benzene,-87.49857724357611
3429,2020-09-21,Benzene,-87.27890573357493
3430,2020-09-22,Benzene,-85.91170889312849
3431,2020-09-23,Benzene,-85.40597263782008
3432,2020-09-24,Benzene,-85.40555713419577
3433,2020-09-25,Benzene,-87.79817051266174
3434,2020-09-26,Benzene,-84.13276372424211
3435,2020-09-27,Benzene,-86.48389144288177
3436,2020-09-28,Benzene,-79.49188948462675
3437,2020-09-29,Benzene,-72.83889420570851
3438,2020-09-30,Benzene,-72.65577320564967
3439,2020-10-01,Benzene,-75.78379330465317
3440,2020-10-02,Benzene,-76.42586073734206
3441,2020-10-03,Benzene,-86.2081712481393
3442,2020-10-04,Benzene,-86.52731396886928
3443,2020-10-05,Benzene,-80.18660989826822
3444,2020-10-06,Benzene,-72.4653101782203
3445,2020-10-07,Benzene,-69.02828540301176
3446,2020-10-08,Benzene,-64.40735703088087
3447,2020-10-09,Benzene,-62.446485795466685
3448,2020-10-10,Benzene,-65.96356730868258
3449,2020-10-11,Benzene,-82.28620994086144
3450,2020-10-12,Benzene,-71.50301159307085
3451,2020-10-13,Benzene,-63.111928193618816
3452,2020-10-14,Benzene,-72.67914562919283
3453,2020-10-15,Benzene,-73.57179581680356
3454,2020-10-16,Benzene,-62.32254077302813
3455,2020-10-17,Benzene,-56.53816893115309
3456,2020-10-18,Benzene,-64.8068954573517
3457,2020-10-19,Benzene,-63.3808517522148
3458,2020-10-20,Benzene,-54.82586052724696
3459,2020-10-21,Benzene,-58.7591305882738
3460,2020-10-22,Benzene,-52.00558275615776
3461,2020-10-23,Benzene,-53.57542292280149
3462,2020-10-24,Benzene,-59.15089975791369
3463,2020-10-25,Benzene,-64.5560865827597
3464,2020-10-26,Benzene,-68.1968441753212
3465,2020-10-27,Benzene,-72.382352958978
3466,2020-10-28,Benzene,-60.52426241796203
3467,2020-10-29,Benzene,-40.89971924368026
3468,2020-10-30,Benzene,-20.314092854964198
3469,2020-10-31,Benzene,-7.756696428571422
3470,2020-11-01,Benzene,-23.708545918367335
3471,2020-11-02,Benzene,-45.7051532041846
3472,2020-11-03,Benzene,-46.67675815646464
3473,2020-11-04,Benzene,-61.24852146368539
3474,2020-11-05,Benzene,-45.52122794601693
3475,2020-11-06,Benzene,-51.91613161052813
3476,2020-11-07,Benzene,-44.03741689163783
3477,2020-11-08,Benzene,-50.045772413718986
3478,2020-11-09,Benzene,-41.467723239623915
3479,2020-11-10,Benzene,-33.29368033300403
3480,2020-11-11,Benzene,-40.222720455284424
3481,2020-11-12,Benzene,-67.34409254078612
3482,2020-11-13,Benzene,-51.02042243311998
3483,2020-11-14,Benzene,-46.995954000118275
3484,2020-11-15,Benzene,-52.57525312027
3485,2020-11-16,Benzene,-39.44241093427683
3486,2020-11-17,Benzene,-39.718172198551905
3487,2020-11-18,Benzene,-21.275515465202414
3488,2020-11-19,Benzene,-21.194129539029852
3489,2020-11-20,Benzene,-32.18407831945482
3490,2020-11-21,Benzene,-59.968031029957615
3491,2020-11-22,Benzene,-54.819800438500096
3492,2020-11-23,Benzene,-23.924977515329463
3493,2020-11-24,Benzene,-9.521391435238606
3494,2020-11-25,Benzene,14.22920138258879
3495,2020-11-26,Benzene,25.81383993269539
3496,2020-11-27,Benzene,25.262317594336434
3497,2020-11-28,Benzene,17.880459351075718
3498,2020-11-29,Benzene,-24.6370147873252
3499,2020-11-30,Benzene,-27.35969919133886
3500,2020-12-01,Benzene,-36.29441459356325
3501,2020-12-02,Benzene,-45.29159624839471
3502,2020-12-03,Benzene,-26.23122366456363
3503,2020-12-04,Benzene,-18.225579615189172
3504,2020-12-05,Benzene,-5.665352565608939
3505,2020-12-06,Benzene,-28.16028329331476
3506,2020-12-07,Benzene,-33.2581855315388
3507,2020-12-08,Benzene,-39.80881138137587
3508,2020-12-09,Benzene,-20.733017258776645
3509,2020-12-10,Benzene,-2.513634508170817
3510,2020-12-11,Benzene,17.018624557579674
3511,2020-12-12,Benzene,4.072996442019875
3512,2020-12-13,Benzene,20.117070921204284
3513,2020-12-14,Benzene,44.860640055505314
3514,2020-12-15,Benzene,27.843964764687566
3515,2020-12-16,Benzene,-1.302364885912283
3516,2020-12-17,Benzene,13.526347755934191
3517,2020-12-18,Benzene,26.365575336622697
3518,2020-12-19,Benzene,30.397621430217747
3519,2020-12-20,Benzene,38.59614158163268
3520,2020-12-21,Benzene,7.639113529442645
3521,2020-12-22,Benzene,47.71292209295951
3522,2020-12-23,Benzene,18.87964861371667
3523,2020-12-24,Benzene,-26.72459112999017
3524,2020-12-25,Benzene,-45.30306869691285
3525,2020-12-26,Benzene,-43.58425251556508
3526,2020-12-27,Benzene,-19.91190827430752
3527,2020-12-28,Benzene,-25.62178126704988
3528,2020-12-29,Benzene,13.226435223922897
3529,2020-12-30,Benzene,1.3300035688837657
3530,2020-12-31,Benzene,-2.7027258873803155
