Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Neve Fresca ( cm );Neve al Suolo ( cm );Neve Altezza Massima ( cm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Velocita' media ( m/s );Raffica ( m/s );Durata Calma ( min );Settore Prevalente;Tempo Permanenza ( min );Radiazione totale ( MJ/mq );
05/09/2013;0.0;0.0;0;0;;22.9;31.3;16.6;74;99;40;0.2;3.9;950;;;18.2;
06/09/2013;0.0;0.0;0;0;;22.9;31.2;16.8;76;99;46;0.2;3.1;840;;;16.1;
07/09/2013;0.0;0.0;0;0;;22.0;30.0;16.5;79;99;50;0.3;6.8;640;;;14.3;
08/09/2013;0.0;0.0;0;0;;22.0;28.5;16.9;78;95;51;0.4;3.7;440;;;12.6;
09/09/2013;0.0;0.0;0;0;;21.3;29.7;14.7;67;99;31;0.2;3.9;790;;;19.0;
10/09/2013;0.0;0.0;0;0;;19.1;25.8;13.9;78;99;53;0.3;3.1;730;;;10.4;
11/09/2013;0.0;0.0;0;0;;17.9;26.3;11.4;64;97;30;0.3;4.1;730;;;15.1;
12/09/2013;0.0;0.0;0;0;;17.3;26.5;10.5;67;98;28;0.3;9.1;780;;;19.3;
13/09/2013;0.0;0.0;0;0;;17.8;27.0;9.8;60;94;27;0.3;4.2;830;;;19.5;
14/09/2013;0.0;0.0;0;0;;18.7;26.9;9.9;67;95;36;0.3;3.4;630;;;16.1;
15/09/2013;1.0;0.0;0;0;;15.7;17.2;12.3;92;97;82;0.2;3.6;690;;;1.2;
16/09/2013;4.2;5.2;0;0;;16.2;23.0;11.1;87;100;61;0.3;3.2;630;;;9.0;
17/09/2013;0.0;0.0;0;0;;16.9;25.3;9.0;52;97;20;0.5;6.1;570;;;15.9;
18/09/2013;0.0;0.0;0;0;;14.4;22.2;8.2;70;95;39;0.3;3.3;600;;;11.9;
19/09/2013;0.0;0.0;0;0;;16.7;28.1;8.7;70;98;26;0.2;2.9;910;;;14.9;
20/09/2013;0.0;0.0;0;0;;16.8;26.1;10.2;79;98;47;0.2;3.7;850;;;14.6;
21/09/2013;0.0;0.0;0;0;;17.8;27.3;11.1;79;99;44;0.2;2.9;900;;;15.8;
22/09/2013;0.0;0.0;0;0;;18.7;26.5;13.3;79;98;48;0.2;2.9;940;;;12.9;
23/09/2013;0.0;0.0;0;0;;18.1;27.6;11.6;79;99;44;0.2;3.3;950;;;16.0;
24/09/2013;0.0;0.0;0;0;;18.8;27.7;11.8;79;99;46;0.3;3.8;780;;;15.2;
25/09/2013;0.0;0.0;0;0;;20.2;27.4;15.5;75;97;48;0.4;3.4;420;;;10.5;
26/09/2013;0.0;0.0;0;0;;18.8;27.1;13.2;82;99;53;0.2;2.7;920;;;10.7;
27/09/2013;0.0;0.0;0;0;;19.6;24.5;14.1;82;100;63;0.2;2.5;810;;;6.9;
28/09/2013;0.0;0.0;0;0;;20.3;25.7;17.2;81;98;54;0.3;2.9;780;;;4.8;
29/09/2013;0.8;0.0;0;0;;17.0;18.3;14.7;93;98;85;0.3;3.1;690;;;1.4;
30/09/2013;27.6;28.2;0;0;;16.4;22.1;12.6;90;100;63;0.3;4.6;590;;;9.1;
01/10/2013;0.0;0.2;0;0;;16.5;19.8;14.6;84;94;67;0.4;3.3;400;;;4.9;
02/10/2013;0.0;0.0;0;0;;16.5;19.6;14.6;84;94;70;0.3;3.0;760;;;3.7;
03/10/2013;0.0;0.0;0;0;;15.0;17.5;13.3;79;92;64;0.3;3.8;480;;;3.2;
04/10/2013;0.0;0.0;0;0;;13.5;15.9;11.6;82;96;67;0.3;3.1;430;;;2.8;
05/10/2013;15.8;11.4;0;0;;13.1;17.1;11.0;89;98;69;0.2;2.5;790;;;5.0;
06/10/2013;0.0;4.4;0;0;;14.0;18.5;10.2;91;99;63;0.1;1.6;960;;;4.5;
07/10/2013;23.2;15.8;0;0;;14.8;18.6;12.9;95;98;84;0.1;3.5;970;;;3.4;
08/10/2013;8.2;12.2;0;0;;14.3;19.4;10.6;88;98;64;0.2;3.0;990;;;6.8;
09/10/2013;0.0;3.4;0;0;;13.3;18.5;9.7;89;99;64;0.2;2.9;940;;;5.5;
10/10/2013;0.0;0.0;0;0;;12.6;20.7;7.8;86;99;60;0.4;6.1;660;;;6.9;
11/10/2013;0.8;0.8;0;0;;9.5;18.1;3.7;79;98;47;0.3;5.0;740;;;13.0;
12/10/2013;5.2;5.2;0;0;;9.2;15.4;3.6;80;98;57;0.2;3.5;800;;;9.7;
13/10/2013;0.0;0.0;0;0;;10.6;16.9;5.0;82;98;54;0.2;2.8;920;;;7.8;
14/10/2013;0.0;0.0;0;0;;12.2;19.8;8.1;81;97;45;0.2;3.0;940;;;10.9;
15/10/2013;0.0;0.0;0;0;;10.7;17.6;7.0;88;98;61;0.1;2.0;1030;;;5.6;
16/10/2013;0.2;0.0;0;0;;12.7;24.1;6.3;80;98;38;0.2;3.2;910;;;12.6;
17/10/2013;0.0;0.2;0;0;;12.9;24.1;6.9;82;99;40;0.1;2.5;1100;;;12.1;
18/10/2013;0.0;0.0;0;0;;12.3;20.8;6.9;87;99;58;0.0;0.4;1440;;;8.4;
19/10/2013;0.0;0.0;0;0;;12.4;16.7;8.5;91;99;75;0.0;0.4;1440;;;3.6;
20/10/2013;0.2;0.0;0;0;;13.0;15.2;11.0;94;98;85;0.0;0.3;1440;;;1.0;
21/10/2013;3.2;3.4;0;0;;14.6;19.0;11.3;86;98;63;0.2;2.9;940;;;5.8;
22/10/2013;0.0;0.0;0;0;;13.7;15.6;11.2;93;98;84;0.1;1.9;1220;;;1.2;
23/10/2013;6.4;1.4;0;0;;14.6;16.0;13.7;97;99;95;0.1;1.9;1000;;;1.3;
24/10/2013;2.4;7.4;0;0;;15.5;21.3;10.9;92;98;72;0.2;2.8;810;;;6.4;
25/10/2013;0.0;0.0;0;0;;15.8;22.0;11.7;90;98;63;0.2;2.8;1010;;;6.4;
26/10/2013;0.0;0.0;0;0;;15.1;22.9;10.8;88;99;53;0.1;2.8;1060;;;8.6;
27/10/2013;0.0;0.0;0;0;;15.8;21.1;13.4;91;98;68;0.2;2.6;830;;;4.9;
28/10/2013;0.0;0.0;0;0;;15.5;22.3;11.8;91;100;64;0.1;2.3;1110;;;5.4;
29/10/2013;0.0;0.0;0;0;;14.3;19.5;11.3;92;99;68;0.1;2.3;1100;;;3.9;
30/10/2013;0.0;0.0;0;0;;14.5;19.2;12.0;89;99;63;0.2;2.4;970;;;3.5;
31/10/2013;2.2;0.0;0;0;;12.8;14.8;8.0;90;98;74;0.3;3.2;520;;;2.0;
01/11/2013;0.2;2.4;0;0;;11.0;16.5;6.9;89;99;65;0.2;2.6;1020;;;6.2;
02/11/2013;0.0;0.0;0;0;;12.0;16.7;9.0;88;98;64;0.2;2.2;880;;;4.5;
03/11/2013;2.2;0.0;0;0;;12.2;19.8;6.2;86;98;42;0.3;4.5;600;;;6.0;
04/11/2013;0.0;2.2;0;0;;8.4;13.5;4.5;87;98;59;0.3;3.1;880;;;4.0;
05/11/2013;0.0;0.0;0;0;;10.0;16.8;4.9;80;99;45;0.2;3.1;870;;;6.8;
06/11/2013;0.0;0.0;0;0;;12.0;21.3;7.5;81;97;50;0.2;3.5;910;;;6.4;
07/11/2013;0.2;0.0;0;0;;11.6;18.3;5.8;89;99;66;0.1;5.3;1110;;;5.7;
08/11/2013;0.0;0.2;0;0;;13.0;15.1;11.9;91;96;79;0.2;2.6;820;;;1.9;
09/11/2013;0.0;0.0;0;0;;13.0;17.5;6.2;77;97;29;0.2;4.2;990;;;5.6;
10/11/2013;0.0;0.0;0;0;;9.8;16.1;4.7;64;93;20;0.6;8.3;580;;;4.9;
11/11/2013;0.2;0.2;0;0;;9.0;18.1;2.0;37;72;17;0.4;6.2;770;;;6.7;
12/11/2013;0.0;0.0;0;0;;7.7;17.9;1.2;58;81;25;0.1;3.1;1070;;;6.2;
13/11/2013;0.0;0.0;0;0;;9.7;18.3;3.1;70;93;32;0.1;3.1;1110;;;5.7;
14/11/2013;0.8;0.6;0;0;;10.5;13.5;7.1;83;94;64;0.4;5.4;680;;;2.2;
15/11/2013;15.8;5.0;0;0;;7.5;9.8;5.2;91;96;82;0.3;4.2;780;;;0.9;
16/11/2013;2.2;13.2;0;0;;10.2;16.3;6.5;84;96;59;0.2;3.1;870;;;5.5;
17/11/2013;0.0;0.0;0;0;;10.0;13.6;8.3;86;95;60;0.1;2.0;1210;;;3.0;
18/11/2013;1.0;0.4;0;0;;8.4;8.7;8.1;97;97;95;0.2;2.5;930;;;;
19/11/2013;38.2;13.4;0;0;;9.1;10.0;8.5;97;98;96;0.1;3.2;1000;;;;
20/11/2013;4.8;28.6;0;0;;8.4;9.7;5.8;95;97;85;0.3;3.4;700;;;;
21/11/2013;7.8;9.4;0;0;;3.7;6.2;0.4;93;96;86;0.4;4.5;650;;;0.9;
22/11/2013;33.8;27.0;0;0;;2.9;4.9;0.5;93;97;79;0.2;3.4;900;;;1.4;
23/11/2013;2.6;9.4;0;0;;5.4;7.2;3.0;75;87;60;0.3;4.2;720;;;1.7;
24/11/2013;0.0;0.0;0;0;;6.0;12.3;1.9;85;95;61;0.1;3.3;1050;;;4.1;
25/11/2013;0.2;0.0;0;0;;4.8;14.0;-1.2;67;98;21;0.2;3.5;1060;;;5.0;
26/11/2013;0.0;0.2;0;0;;1.1;9.3;-3.0;61;84;22;;;;;;5.0;
27/11/2013;0.0;0.0;0;0;;1.1;9.1;-4.4;56;90;17;;;;;;4.7;
28/11/2013;0.0;0.0;0;0;;0.0;7.3;-4.4;67;87;33;;;;;;4.5;
29/11/2013;0.0;0.0;0;0;;1.2;9.5;-3.9;70;91;33;;;;;;4.6;
30/11/2013;0.0;0.0;0;0;;1.0;2.2;0.1;88;95;73;0.3;3.2;680;;;;
01/12/2013;4.2;4.2;0;0;;1.6;9.9;-1.9;87;97;52;;;;;;4.7;
02/12/2013;0.2;0.0;0;0;;3.7;11.6;-0.7;80;96;46;;;;;;4.1;
03/12/2013;0.0;0.2;0;0;;2.0;10.7;-2.0;84;97;48;;;;;;4.2;
04/12/2013;0.0;0.0;0;0;;2.3;11.1;-2.0;78;96;37;;;;;;4.4;
05/12/2013;0.0;0.0;0;0;;3.4;14.1;-1.6;78;95;33;;;;;;4.0;
06/12/2013;0.0;0.0;0;0;;4.4;13.3;-0.6;82;95;49;0.1;3.5;850;;;3.7;
07/12/2013;0.2;0.0;0;0;;3.8;12.1;0.0;81;97;51;0.2;2.6;940;;;3.7;
08/12/2013;0.0;0.2;0;0;;2.2;10.6;-1.3;87;97;56;;;;;;3.7;
09/12/2013;0.0;0.0;0;0;;1.1;7.3;-2.9;87;97;63;;;;;;3.5;
10/12/2013;0.2;0.2;0;0;;1.6;11.3;-2.6;85;97;48;;;;;;3.7;
11/12/2013;0.0;0.0;0;0;;2.0;10.2;-1.6;83;96;45;;;;;;3.5;
12/12/2013;0.2;0.2;0;0;;1.6;9.5;-2.2;86;97;50;;;;;;3.5;
13/12/2013;0.0;0.0;0;0;;2.7;10.7;-2.0;79;97;41;;;;;;3.5;
14/12/2013;0.2;0.2;0;0;;3.0;12.4;-1.0;76;94;37;;;;;;3.4;
15/12/2013;0.0;0.0;0;0;;2.3;10.4;-1.0;81;94;47;;;;;;3.3;
16/12/2013;0.0;0.0;0;0;;2.7;12.0;-1.9;79;96;45;;;;;;3.4;
17/12/2013;0.0;0.0;0;0;;2.1;10.9;-2.1;78;96;43;;;;;;3.3;
18/12/2013;0.0;0.0;0;0;;3.1;11.1;-1.4;74;92;39;;;;;;3.2;
19/12/2013;0.0;0.0;0;0;;0.9;3.9;-1.8;88;95;68;;;;;;;
20/12/2013;7.4;5.2;5;3;;2.7;5.0;0.1;92;96;86;0.1;2.4;1070;;;1.4;
21/12/2013;9.0;11.2;0;1;;4.8;7.5;2.5;88;95;79;0.1;2.1;1210;;;1.9;
22/12/2013;0.0;0.0;0;0;;5.7;9.0;1.6;86;97;72;0.1;1.9;1090;;;3.0;
23/12/2013;0.0;0.0;0;0;;6.5;9.5;4.4;85;91;70;0.0;1.5;1310;;;2.1;
24/12/2013;0.0;0.0;0;0;;6.1;6.7;5.3;93;96;87;0.2;2.9;1010;;;;
25/12/2013;5.0;0.8;0;0;;5.9;6.5;5.1;97;97;96;0.2;3.0;790;;;;
26/12/2013;36.4;18.0;0;0;;6.1;7.2;5.0;94;97;76;0.3;4.5;750;;;;
27/12/2013;30.6;53.2;0;0;;4.4;12.8;0.4;86;97;55;0.1;2.0;1210;;;3.7;
28/12/2013;0.0;0.0;0;0;;4.5;7.4;1.6;87;96;63;0.1;2.3;1130;;;1.2;
29/12/2013;1.6;1.6;0;0;;4.2;10.4;0.1;86;96;60;0.2;3.0;920;;;3.9;
30/12/2013;0.0;0.0;0;0;;2.6;11.2;-1.9;84;97;49;;;;;;4.0;
31/12/2013;0.0;0.0;0;0;;1.1;8.9;-2.4;83;97;46;;;;;;3.9;
